No.,Time,Source,Destination,Protocol,Length,Info,attack,label_scenario,syn_flag,ack_flag,syn_ack_flag,fin_flag,rst_flag,is_retransmission,is_modbus,is_tcp,is_udp,src_port,dst_port,packet_length,time_delta,is_syn_only,syn_ack_ratio,half_open_conn_count,same_src_ip_freq,syn_packet_density,retransmission_rate,unique_dst_port_count,avg_time_between_syns,split
158128,2019.9841847,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 60652  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,60652.0,80.0,54.0,0.00472620000005,1,25.0,25.0,0.5,78.26014548875446,0.0,26,0.0128585333333338,train
158129,2019.984267,10.128.187.49,10.128.187.151,TCP,54,"80  >  60652 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,60652.0,54.0,8.230000003095483e-05,0,25.0,25.0,0.5,80.98815920716004,0.0,26,0.0128585333333338,test
158130,2019.9961396,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 60621  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,60621.0,80.0,54.0,0.0118726000000606,1,25.0,25.0,0.5,78.00835313444496,0.0,26,0.0128794250000036,train
158131,2019.9962152,10.128.187.49,10.128.187.151,TCP,54,"80  >  60621 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,60621.0,54.0,7.559999994555255e-05,0,25.0,25.0,0.5,80.85857576350655,0.0,26,0.0128794250000036,train
158132,2020.0066179,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 60680  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,60680.0,80.0,54.0,0.0104026999999859,1,25.0,25.0,0.5,78.23660941311373,0.0,26,0.0124324749999971,train
158133,2020.0066987,10.128.187.49,10.128.187.151,TCP,54,"80  >  60680 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,60680.0,54.0,8.079999997789855e-05,0,25.0,25.0,0.5,83.7632622373357,0.0,26,0.0124324749999971,test
158134,2020.0287585,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 60682  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,60682.0,80.0,54.0,0.0220598000000791,1,25.0,25.0,0.5,78.01796909862368,0.0,26,0.0129150125000023,train
158135,2020.0288358,10.128.187.49,10.128.187.151,TCP,54,"80  >  60682 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,60682.0,54.0,7.729999992989178e-05,0,25.0,25.0,0.5,80.63538099895321,0.0,26,0.0129150125000023,train
158136,2020.0430486,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 60695  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,60695.0,80.0,54.0,0.0142127999999956,1,25.0,25.0,0.5,77.12048162667372,0.0,26,0.0130341916666717,test
158137,2020.0431163,10.128.187.49,10.128.187.151,TCP,54,"80  >  60695 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,60695.0,54.0,6.770000004507892e-05,0,25.0,25.0,0.5,79.90071856309932,0.0,26,0.0130341916666717,train
158138,2020.0481828,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 60664  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,60664.0,80.0,54.0,0.0050664999998844,1,25.0,25.0,0.5,78.64612891170876,0.0,26,0.0125604499999951,train
158139,2020.0481974,10.128.187.49,10.128.187.151,TCP,54,"80  >  60664 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,60664.0,54.0,1.4599999985875913e-05,0,25.0,25.0,0.5,82.92825644339544,0.0,26,0.0125604499999951,train
158140,2020.0587728,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 60645  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,60645.0,80.0,54.0,0.010575400000107,1,25.0,25.0,0.5,80.1389930695788,0.0,26,0.0127586875000057,test
158141,2020.0588137,10.128.187.49,10.128.187.151,TCP,54,"80  >  60645 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,60645.0,54.0,4.089999993084348e-05,0,25.0,25.0,0.5,81.63281299488034,0.0,26,0.0127586875000057,test
158142,2020.0707177,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 60670  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,60670.0,80.0,54.0,0.0119039999999586,1,25.0,25.0,0.5,78.59872927864163,0.0,26,0.0127553166666605,train
158143,2020.0707944,10.128.187.49,10.128.187.151,TCP,54,"80  >  60670 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,60670.0,54.0,7.670000013604295e-05,0,25.0,25.0,0.5,81.64483647029382,0.0,26,0.0127553166666605,test
158145,2020.0944078,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 60690  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,60690.0,80.0,54.0,0.023613399999931,1,25.0,25.0,0.5,75.81636790469402,0.0,26,0.0132942208333304,train
158144,2020.0944078,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 60697  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,60697.0,80.0,54.0,0.0,1,26.0,26.0,0.52,81.48904301463601,0.0,25,0.0127624519999972,train
158146,2020.0944857,10.128.187.49,10.128.187.151,TCP,54,"80  >  60697 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,60697.0,54.0,7.78999999511143e-05,0,25.0,25.0,0.5,78.35406320666365,0.0,26,0.012756087499999,train
158147,2020.0945431,10.128.187.49,10.128.187.151,TCP,54,"80  >  60690 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,60690.0,54.0,5.740000005971524e-05,0,25.0,25.0,0.5,81.62428407340734,0.0,26,0.012756087499999,test
158148,2020.1085838,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 60659  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,60659.0,80.0,54.0,0.0140406999998958,1,25.0,25.0,0.5,78.06510942390578,0.0,26,0.012975987499999,train
158149,2020.1086609,10.128.187.49,10.128.187.151,TCP,54,"80  >  60659 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1,Standard SYN Flood,0,0,0,0,1,0,0,1,0,80.0,60659.0,54.0,7.709999999860884e-05,0,25.0,25.0,0.5,80.25661571335263,0.0,26,0.012975987499999,test
158150,2020.1168412,10.128.187.151,10.128.187.49,TCP,54,[TCP Port numbers reused] 60712  >  80 [SYN] Seq=0 Win=512 Len=0,1,Standard SYN Flood,1,0,0,0,0,0,0,1,0,60712.0,80.0,54.0,0.0081803000000491,1,25.0,25.0,0.5,78.21159490025062,0.0,26,0.0128985749999988,test
